estacionID,fecha,tempaire
LD2SI,2023-04-12T00:00:00,28.250,43.000,13.500
MCHSI,2023-04-12T00:00:00,25.500,34.000,17.000
MZTSI,2023-04-12T00:00:00,22.750,27.800,17.700
OBSSI,2023-04-12T00:00:00,25.800,35.800,15.800
PMHSI,2023-04-12T00:00:00,26.000,40.000,12.000
QLTSI,2023-04-12T00:00:00,24.000,34.000,14.000
RAVSI,2023-04-12T00:00:00,26.000,36.000,16.000
RSRSI,2023-04-12T00:00:00,27.250,40.000,14.500
SCRSI,2023-04-12T00:00:00,24.500,37.000,12.000
SFRSI,2023-04-12T00:00:00,25.000,35.000,15.000
SJNSI,2023-04-12T00:00:00,26.000,40.000,12.000
SLRSI,2023-04-12T00:00:00,25.250,36.500,14.000
SLTSI,2023-04-12T00:00:00,25.000,33.000,17.000
SN2SI,2023-04-12T00:00:00,24.500,38.500,10.500
SQRSI,2023-04-12T00:00:00,24.250,35.000,13.500
TORSI,2023-04-12T00:00:00,25.500,37.000,14.000
VINSI,2023-04-12T00:00:00,24.750,36.000,13.500
ZOPSI,2023-04-12T00:00:00,26.500,39.000,14.000
AJTSL,2023-04-12T00:00:00,23.500,29.000,18.000
BLMSL,2023-04-12T00:00:00,23.500,28.000,19.000
GANSL,2023-04-12T00:00:00,23.500,28.000,19.000
MICSL,2023-04-12T00:00:00,21.500,26.000,17.000
NRJSL,2023-04-12T00:00:00,21.200,28.000,14.500
PUJSL,2023-04-12T00:00:00,25.000,30.000,20.000
RQTSL,2023-04-12T00:00:00,23.700,27.600,19.900
STRSL,2023-04-12T00:00:00,23.700,29.500,18.000
TBLSL,2023-04-12T00:00:00,22.400,26.600,18.100
TMISL,2023-04-12T00:00:00,26.500,33.000,20.000
TMTSL,2023-04-12T00:00:00,22.700,27.200,18.300
CZNSO,2023-04-12T00:00:00,25.250,41.000,9.500
BDCTB,2023-04-12T00:00:00,28.750,35.500,22.000
EMUTB,2023-04-12T00:00:00,28.000,32.500,23.500
EPOTB,2023-04-12T00:00:00,27.000,32.000,22.000
GONTB,2023-04-12T00:00:00,28.500,34.000,23.000
